fouls,yellow_cards,red_cards,possession_rate,shots,shot_on target,passing,passing_success,passing_success_rate,crossing,corners,offside,unkown,head,head_success,save,slide_tackle,shot_out_of target,blocked_shots,thorw-in,stars,hometeam,funny_rating
11.0,1.0,0.0,58.0,17.0,7.0,503.0,419.0,0.83,6.0,8.0,5.0,0.0,19.0,14.0,4.0,15.0,3.0,7.0,25.0,7.29,0.0,1.0
18.0,3.0,0.0,51.0,13.0,5.0,368.0,261.0,0.71,4.0,9.0,4.0,0.0,31.0,16.0,3.0,16.0,6.0,2.0,25.0,6.79,1.0,1.0
12.0,1.0,0.0,69.0,18.0,6.0,650.0,562.0,0.86,12.0,8.0,0.0,0.0,16.0,6.0,3.0,18.0,5.0,7.0,33.0,6.68,0.0,1.0
16.0,2.0,0.0,36.0,7.0,2.0,323.0,226.0,0.7,5.0,3.0,1.0,0.0,28.0,12.0,3.0,17.0,3.0,2.0,26.0,6.66,1.0,1.0
9.0,0.0,0.0,52.0,17.0,7.0,548.0,466.0,0.85,10.0,7.0,6.0,0.0,15.0,7.0,1.0,29.0,5.0,5.0,25.0,7.43,0.0,0.0
11.0,1.0,0.0,51.0,7.0,0.0,489.0,387.0,0.79,10.0,1.0,5.0,0.0,51.0,27.0,2.0,14.0,4.0,3.0,17.0,6.81,1.0,1.0
8.0,1.0,0.0,57.0,8.0,1.0,534.0,432.0,0.81,15.0,6.0,1.0,0.0,39.0,17.0,2.0,34.0,5.0,2.0,33.0,0.0,1.0,1.0
12.0,3.0,0.0,37.0,10.0,4.0,294.0,203.0,0.69,14.0,3.0,1.0,0.0,18.0,10.0,2.0,39.0,5.0,1.0,28.0,0.0,0.0,0.0
18.0,6.0,0.0,38.0,15.0,6.0,264.0,172.0,0.65,7.0,9.0,6.0,0.0,24.0,12.0,3.0,32.0,3.0,5.0,22.0,0.0,1.0,1.0
9.0,1.0,0.0,49.0,9.0,6.0,458.0,382.0,0.83,4.0,6.0,2.0,0.0,29.0,15.0,1.0,29.0,4.0,3.0,25.0,0.0,0.0,1.0
11.0,2.0,1.0,47.0,17.0,5.0,410.0,293.0,0.71,10.0,5.0,6.0,0.0,36.0,11.0,4.0,23.0,6.0,2.0,28.0,0.0,1.0,1.0
13.0,2.0,0.0,31.0,9.0,3.0,216.0,110.0,0.51,0.0,7.0,2.0,0.0,50.0,28.0,2.0,22.0,5.0,1.0,20.0,0.0,1.0,1.0
13.0,1.0,0.0,44.0,17.0,3.0,334.0,230.0,0.69,3.0,6.0,0.0,0.0,38.0,18.0,0.0,28.0,8.0,6.0,25.0,0.0,0.0,1.0
11.0,0.0,0.0,62.0,17.0,8.0,487.0,368.0,0.76,2.0,7.0,1.0,0.0,32.0,19.0,0.0,23.0,4.0,5.0,21.0,0.0,0.0,1.0
10.0,2.0,0.0,53.0,12.0,2.0,461.0,335.0,0.73,11.0,6.0,2.0,0.0,52.0,28.0,3.0,33.0,7.0,3.0,37.0,0.0,1.0,1.0
13.0,3.0,0.0,52.0,10.0,3.0,387.0,280.0,0.72,8.0,8.0,3.0,0.0,54.0,32.0,3.0,34.0,4.0,3.0,33.0,0.0,0.0,1.0
16.0,2.0,0.0,51.0,3.0,0.0,433.0,340.0,0.79,12.0,6.0,1.0,0.0,33.0,11.0,3.0,28.0,2.0,1.0,26.0,0.0,1.0,0.0
13.0,3.0,0.0,44.0,7.0,3.0,351.0,203.0,0.58,4.0,4.0,1.0,0.0,41.0,26.0,2.0,27.0,3.0,1.0,26.0,0.0,1.0,1.0
15.0,3.0,0.0,45.0,13.0,6.0,335.0,205.0,0.61,2.0,3.0,2.0,0.0,54.0,33.0,3.0,25.0,7.0,2.0,29.0,0.0,0.0,0.0
12.0,2.0,0.0,66.0,26.0,4.0,511.0,428.0,0.84,12.0,9.0,0.0,0.0,21.0,7.0,1.0,26.0,13.0,9.0,23.0,0.0,1.0,1.0
20.0,0.0,0.0,47.0,12.0,7.0,380.0,297.0,0.78,7.0,3.0,1.0,0.0,28.0,15.0,3.0,25.0,3.0,2.0,15.0,0.0,0.0,0.0
15.0,1.0,0.0,47.0,9.0,4.0,357.0,227.0,0.64,2.0,3.0,2.0,0.0,37.0,21.0,2.0,33.0,4.0,1.0,34.0,0.0,1.0,1.0
16.0,1.0,0.0,52.0,11.0,2.0,424.0,308.0,0.73,2.0,8.0,0.0,0.0,42.0,8.0,3.0,23.0,7.0,2.0,21.0,0.0,0.0,1.0
13.0,1.0,0.0,60.0,27.0,10.0,424.0,332.0,0.78,9.0,18.0,4.0,0.0,41.0,19.0,2.0,26.0,5.0,12.0,31.0,0.0,0.0,1.0
16.0,3.0,1.0,48.0,7.0,2.0,430.0,342.0,0.8,7.0,7.0,3.0,0.0,26.0,13.0,4.0,19.0,2.0,3.0,18.0,0.0,1.0,1.0
8.0,1.0,0.0,37.0,6.0,1.0,377.0,278.0,0.74,1.0,3.0,2.0,0.0,25.0,10.0,6.0,37.0,4.0,1.0,21.0,0.0,1.0,1.0
9.0,0.0,0.0,54.0,14.0,6.0,416.0,258.0,0.62,5.0,5.0,4.0,0.0,33.0,17.0,2.0,22.0,6.0,2.0,25.0,0.0,1.0,1.0
12.0,1.0,0.0,60.0,18.0,8.0,560.0,413.0,0.74,6.0,10.0,2.0,0.0,40.0,22.0,1.0,15.0,5.0,5.0,36.0,0.0,0.0,1.0
16.0,3.0,0.0,40.0,13.0,4.0,326.0,228.0,0.7,2.0,7.0,5.0,0.0,19.0,8.0,3.0,23.0,6.0,3.0,25.0,0.0,1.0,1.0
10.0,3.0,0.0,51.0,21.0,7.0,398.0,281.0,0.71,5.0,5.0,2.0,0.0,32.0,18.0,5.0,18.0,9.0,5.0,33.0,0.0,0.0,1.0
10.0,3.0,0.0,57.0,15.0,3.0,446.0,348.0,0.78,6.0,4.0,2.0,0.0,33.0,20.0,2.0,14.0,11.0,1.0,28.0,0.0,0.0,1.0
12.0,1.0,0.0,54.0,10.0,4.0,440.0,309.0,0.7,9.0,10.0,0.0,0.0,51.0,21.0,3.0,17.0,5.0,1.0,28.0,0.0,1.0,1.0
10.0,3.0,0.0,45.0,8.0,4.0,312.0,213.0,0.68,7.0,3.0,2.0,0.0,56.0,20.0,5.0,19.0,3.0,1.0,32.0,0.0,1.0,1.0
11.0,0.0,0.0,60.0,14.0,7.0,517.0,415.0,0.8,6.0,11.0,1.0,0.0,27.0,15.0,2.0,23.0,4.0,3.0,25.0,0.0,0.0,0.0
19.0,3.0,0.0,51.0,12.0,3.0,405.0,276.0,0.68,6.0,6.0,1.0,0.0,49.0,18.0,3.0,27.0,8.0,1.0,39.0,0.0,1.0,1.0
15.0,2.0,0.0,43.0,15.0,7.0,344.0,232.0,0.67,6.0,6.0,2.0,0.0,44.0,12.0,2.0,31.0,3.0,5.0,22.0,0.0,0.0,1.0
14.0,0.0,0.0,48.0,15.0,7.0,389.0,232.0,0.6,1.0,5.0,5.0,0.0,44.0,24.0,2.0,23.0,7.0,1.0,24.0,0.0,1.0,0.0
9.0,1.0,0.0,63.0,25.0,11.0,484.0,393.0,0.81,11.0,15.0,1.0,0.0,63.0,30.0,5.0,13.0,8.0,6.0,26.0,0.0,0.0,1.0
8.0,2.0,0.0,51.0,4.0,2.0,330.0,232.0,0.7,5.0,5.0,1.0,0.0,20.0,9.0,0.0,15.0,2.0,0.0,21.0,0.0,1.0,1.0
8.0,2.0,0.0,49.0,6.0,1.0,253.0,202.0,0.8,5.0,1.0,2.0,0.0,13.0,5.0,3.0,5.0,2.0,3.0,9.0,0.0,0.0,1.0
9.0,2.0,0.0,52.0,15.0,6.0,371.0,281.0,0.76,9.0,12.0,0.0,0.0,32.0,15.0,1.0,30.0,7.0,2.0,19.0,0.0,0.0,0.0
10.0,4.0,0.0,52.0,7.0,1.0,219.0,182.0,0.83,3.0,4.0,5.0,0.0,14.0,8.0,2.0,16.0,4.0,2.0,10.0,0.0,0.0,1.0
15.0,1.0,0.0,43.0,15.0,6.0,390.0,284.0,0.73,7.0,4.0,1.0,0.0,30.0,12.0,2.0,32.0,7.0,2.0,31.0,0.0,1.0,1.0
9.0,4.0,0.0,39.0,6.0,1.0,173.0,122.0,0.71,2.0,2.0,0.0,0.0,10.0,4.0,2.0,17.0,2.0,3.0,8.0,0.0,1.0,1.0
8.0,1.0,0.0,40.0,14.0,5.0,352.0,267.0,0.76,9.0,8.0,1.0,0.0,23.0,14.0,1.0,23.0,5.0,4.0,24.0,0.0,0.0,1.0
13.0,2.0,0.0,58.0,19.0,5.0,446.0,351.0,0.79,7.0,6.0,1.0,0.0,30.0,16.0,2.0,30.0,8.0,6.0,28.0,0.0,0.0,1.0
9.0,1.0,1.0,47.0,8.0,1.0,410.0,302.0,0.74,2.0,6.0,2.0,0.0,32.0,19.0,1.0,15.0,6.0,1.0,23.0,0.0,1.0,1.0
4.0,1.0,0.0,36.0,5.0,1.0,135.0,100.0,0.74,6.0,5.0,0.0,0.0,10.0,5.0,5.0,4.0,3.0,1.0,10.0,0.0,1.0,1.0
11.0,2.0,1.0,42.0,22.0,9.0,390.0,298.0,0.76,9.0,5.0,4.0,0.0,14.0,7.0,0.0,18.0,8.0,5.0,33.0,0.0,0.0,0.0
14.0,2.0,0.0,50.0,12.0,2.0,386.0,278.0,0.72,4.0,6.0,2.0,0.0,36.0,19.0,1.0,19.0,7.0,3.0,24.0,0.0,1.0,1.0
15.0,0.0,0.0,55.0,0.0,4.0,399.0,261.0,0.65,7.0,0.0,1.0,0.0,45.0,29.0,0.0,16.0,9.0,4.0,27.0,0.0,1.0,1.0
